en,es,i18n_id,zh
Take Line 35 to Bay Fair BART.,S<0x00FA>base a la l<0x00ED>nea 35 hacia Bay Fair BART.,su18_176,<0x4E58><0x5750>35<0x8DEF><0x53BB> Bay Fair BART<0x3002>
Take Line 40 for Bancroft Ave.,S<0x00FA>base a la l<0x00ED>nea 40 para ir a Bancroft Ave.,su18_177,<0x8BF7><0x4E58><0x5750>40<0x8DEF><0x53BB> Bancroft Ave.<0x3002>
"Take Line 40 to Bay Fair BART. Transfer there to Line 35 for the San Leandro Marina area, Line 28 for Halcyon Dr. and Floresta Blvd., or Line 34 for Farnsworth St. between Purdue St. and Fargo Ave.","S<0x00FA>base a la l<0x00ED>nea 40 hacia Bay Fair BART. Haga la transferencia aqu<0x00ED> a la l<0x00ED>nea 35 para ir a la <0x00E1>rea de San Leandro, a la l<0x00ED>nea 28 para ir a Halcyon Dr. y Floresta Blvd., o a la l<0x00ED>nea 34 para ir a Farnsworth St. entre Purdue St. y Fargo Ave.",su18_178,<0x4E58><0x5750>40<0x8DEF><0x53BB> Bay Fair BART<0x3002><0x518D><0x8F6C><0x4E58>35<0x8DEF><0x53BB> San Leandro Marina <0x5730><0x533A><0xFF0C><0x4E58><0x5750>28<0x8DEF><0x53BB> Halcyon Dr. <0x548C> Floresta Blvd.<0xFF0C><0x6216><0x4E58><0x5750>34<0x8DEF><0x53BB> Farnsworth St.<0xFF08>Purdue St. <0x548C> Fargo Ave. <0x4E4B><0x95F4><0xFF09>
Take Line 41 on Harder Rd. or Whitman St.,S<0x00FA>base a la l<0x00ED>nea 41 en Harder Rd. o Whitman St.,su18_179,<0x5728> Harder Rd. <0x6216> Whitman St. <0x4E58><0x5750>41<0x8DEF><0x3002>
Take line 60 or 86 on Winton Ave.,S<0x00FA>base a la l<0x00ED>nea 60 o 86 en Winton Ave.,su18_180,<0x5728> Winton Ave. <0x4E58><0x5750>60<0x6216>86<0x8DEF><0x3002>
"Take line 60 or 86 on Winton Ave., or Line 41 on Meek Ave.","S<0x00FA>base a la l<0x00ED>nea 60 o 86 en Winton Ave., o a la l<0x00ED>nea 41 en Meek Ave.",su18_181,<0x5728> Winton Ave. <0x4E58><0x5750>60<0x6216>86<0x8DEF><0xFF0C><0x5728> Meek Ave. <0x4E58><0x5750>41<0x8DEF><0x3002>
"Take line 60 or 86 on Winton Ave., or Line 41 on Silva Ave.","S<0x00FA>base a la l<0x00ED>nea 60 o 86 en Winton Ave., a la l<0x00ED>nea 41 en Silva Ave.",su18_182,<0x5728> Winton Ave. <0x4E58><0x5750>60<0x6216>86<0x8DEF><0xFF0C><0x5728> Silva Ave. <0x4E58><0x5750>41<0x8DEF><0x3002>
Take line 83 or 93 for Hayward BART.,S<0x00FA>base a la l<0x00ED>nea 83 o 93 para ir a Hayward BART.,su18_183,<0x4E58><0x5750>83<0x6216>93<0x8DEF><0x53BB> Hayward BART<0x3002>
"Take Line 86 all day, both weekdays and weekends.","S<0x00FA>base a la l<0x00ED>nea 86 todo el d<0x00ED>a, los fines de semana y d<0x00ED>as laborables.",su18_184,<0x5DE5><0x4F5C><0x65E5><0x548C><0x5468><0x672B><0x671F><0x95F4><0x8BF7><0x4E58><0x5750>86<0x8DEF><0x3002>
"Take Line 86 on Winton Ave., all day, both weekdays and weekends.","S<0x00FA>base a la l<0x00ED>nea 86 en Winton Ave., todos los d<0x00ED>as, fines de semana y d<0x00ED>as laborables.",su18_185,<0x5DE5><0x4F5C><0x65E5><0x548C><0x5468><0x672B><0x671F><0x95F4><0xFF0C><0x5728> Winton Ave. <0x4E58><0x5750>86<0x8DEF><0x3002>
"Take Line 93 across Grant Ave. on Via Alamitos, or on Grant Ave. at Neilson Ave. (Arroyo High School). ","S<0x00FA>base a la l<0x00ED>nea 93 al otro lado de Grant Ave. en Via Alamitos, o en Grant Ave. con Neilson Ave. (Arroyo High School). ",su18_186,<0x5728> Grant Ave. <0x5BF9><0x9762><0xFF0C>Via Alamitos <0x4E0A><0x4E58><0x5750>93<0x8DEF><0xFF0C><0x6216><0x4F7F><0x7528> Grant Ave. <0x4E0A><0x7684> Neilson Ave. <0x7AD9>(Arroyo High School)<0x3002>
"Take Line 93 across Grant Ave. on Via Alamitos, or on Grant Ave. at Neilson Ave. (Arroyo High School). Or, take line 34 or 35 on Lewelling Blvd. at Tropic Ct. (east of Washington Ave.)","S<0x00FA>base a la l<0x00ED>nea 93 al otro lado de Grant Ave. en Via Alamitos, o en Grant Ave. con Neilson Ave. (Arroyo High School). O, s<0x00FA>base a la l<0x00ED>nea 34 o 35 en Lewelling Blvd. con Tropic Ct. (al este de Washington Ave.)",su18_187,<0x5728> Grant Ave. <0x5BF9><0x9762><0xFF0C>Via Alamitos <0x4E0A><0x4E58><0x5750>93<0x8DEF><0xFF0C><0x6216><0x4F7F><0x7528> Grant Ave. <0x4E0A><0x7684> Neilson Ave. <0x7AD9>(Arroyo High School)<0x3002><0x6216><0x8005><0x5728> Lewelling Blvd. <0x4E0A><0x7684> Tropic Ct. <0x7AD9><0x4E58><0x5750>34<0x6216>35<0x8DEF><0x3002>(Washington Ave. <0x8DEF><0x4E1C>)<0x3002>
Take Line 97 on Hesperian Blvd.,S<0x00FA>base a la l<0x00ED>nea 97 en Hesperian Blvd.,su18_188,<0x5728> Hesperian Blvd. <0x4E58><0x5750>97<0x8DEF><0x3002>
Weekend-only service on Line 35 replaces service on Line 89 here.,El servicio solo de fin de semana en la l<0x00ED>nea 35 reemplaza aqu<0x00ED> al servicio de la l<0x00ED>nea 89.,su18_189,<0x5468><0x672B><0x5DF4><0x58EB>35<0x8DEF><0x5728><0x672C><0x7AD9><0x53D6><0x4EE3>35<0x8DEF><0x7684><0x670D><0x52A1><0x3002>
Late Night Bus Services,Servicios de Autob<0x00FA>s Nocturnos,lnbs,<0x591C><0x95F4><0x5DF4><0x58EB><0x670D><0x52A1>
Bay Area Late Night Bus Services,Servicios de Autob<0x00FA>s Nocturnos del <0x00C1>rea de la Bah<0x00ED>a,balnbs,<0x6E7E><0x533A><0x591C><0x95F4><0x5DF4><0x58EB><0x670D><0x52A1><cFont:><pShadingColor:><pShadingTint:>
Frequent Service,Servicio frecuente,frequent_service,<0x9AD8><0x9891><0x670D><0x52A1>
Frequent Service: Buses operate every 8 minutes or better.,Servicio frecuente: los autobuses funcionan al menos cada 8 minutos.,frequent_service_8,<0x9AD8><0x9891><0x670D><0x52A1><0xFF1A><0x5DF4><0x58EB><0x81F3><0x5C11><0x6BCF>8<0x5206><0x949F><0x4E00><0x73ED>
Frequent Service: Buses operate every 10 minutes or better.,Servicio frecuente: los autobuses funcionan al menos cada 10 minutos.,frequent_service_10,<0x9AD8><0x9891><0x670D><0x52A1><0xFF1A><0x5DF4><0x58EB><0x81F3><0x5C11><0x6BCF>10<0x5206><0x949F><0x4E00><0x73ED>
Frequent Service: Buses operate every 12 minutes or better.,Servicio frecuente: los autobuses funcionan al menos cada 12 minutos.,frequent_service_12,<0x9AD8><0x9891><0x670D><0x52A1><0xFF1A><0x5DF4><0x58EB><0x81F3><0x5C11><0x6BCF>12<0x5206><0x949F><0x4E00><0x73ED>
(only on bus stop inset maps),(solo en los mapas de las paradas de autob<0x00FA>s),bus_stop_inset_maps,(<0x4EC5><0x5DF4><0x58EB><0x7AD9><0x5185><0x7684><0x63D2><0x5165><0x5730><0x56FE>)
Regional Connections,Conexiones regionales,regional_connections,<0x533A><0x57DF><0x94FE><0x63A5>
"Service changes effective Sunday, August 12, 2018:",Cambios en el servicio efectivos el domingo 12 de agosto de 2018:,2018-08-12,<0x4ECE>2018<0x5E74>8<0x6708>12<0x65E5><0xFF08><0x661F><0x671F><0x65E5><0xFF09><0x5F00><0x59CB><0xFF0C><0x670D><0x52A1><0x8C03><0x6574><0xFF1A>
Board Line 217 on  Warm Springs Blvd.,S<0x00FA>base a la l<0x00ED>nea 217 en Warm Springs Blvd.,f18_1,<0x5728> Warm Springs Blvd. <0x642D><0x4E58>217<0x8DEF><0x3002>
Board Line C at Brandon St. (near Pleasant Valley Ave.),S<0x00FA>base a la l<0x00ED>nea C en Brandon St. (cerca de Pleasant Valley Ave.),f18_2,<0x5728> Brandon St. (<0x9760><0x8FD1> Pleasant Valley Ave.)<0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line C at Estrella Ave.,S<0x00FA>base a la l<0x00ED>nea C en Estrella Ave.,f18_3,<0x5728> Estrella Ave. <0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line C at Linda Ave.,S<0x00FA>base a la l<0x00ED>nea C en Linda Ave.,f18_4,<0x5728> Linda Ave. <0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line C at Moraga Ave. or Blair Ave.,S<0x00FA>base a la l<0x00ED>nea C en Moraga Ave. o Blair Ave.,f18_5,<0x5728> Moraga Ave. <0x6216> Blair Ave. <0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line C at Pala Ave. or Moraga Ave.,S<0x00FA>base a la l<0x00ED>nea C en Pala Ave. o Moraga Ave.,f18_6,<0x5728> Pala Ave. <0x6216> Moraga Ave. <0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line C at Pleasant Valley Ave.,S<0x00FA>base a la l<0x00ED>nea C en Pleasant Valley Ave.,f18_7,<0x5728> Pleasant Valley Ave. <0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line C at Ridgeway Ave.,S<0x00FA>base a la l<0x00ED>nea C en Ridgeway Ave.,f18_8,<0x5728> Ridgeway Ave. <0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line C on Highland Ave.,S<0x00FA>base a la l<0x00ED>nea C en Highland Ave.,f18_9,<0x5728> Highland Ave. <0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line C on Highland Way.,S<0x00FA>base a la l<0x00ED>nea C en Highland Way.,f18_10,<0x5728> Highland Way <0x642D><0x4E58>C<0x8DEF><0x3002>
Board Line CB at Amy Dr.,S<0x00FA>base a la l<0x00ED>nea CB en Amy Dr.,f18_11,<0x5728> Amy Dr. <0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB at Broadway Terrace or Glenwood Glade.,S<0x00FA>base a la l<0x00ED>nea CB en Broadway Terrace o Glenwood Glade.,f18_12,<0x5728> Broadway Terrace <0x6216> Glenwood Glade  <0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB at Carlton St. or Clarewood Dr.,S<0x00FA>base a la l<0x00ED>nea CB en Carlton St. o Clarewood Dr.,f18_13,<0x5728> Carlton St. <0x6216> Clarewood Dr. <0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB at Florence Terrace.,S<0x00FA>base a la l<0x00ED>nea CB en Florence Terrace.,f18_14,<0x5728> Florence Terrace. <0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB at Hermosa Ave.,S<0x00FA>base a la l<0x00ED>nea CB en Hermosa Ave.,f18_15,<0x5728> Hermosa Ave. <0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB at Modoc Ave.,S<0x00FA>base a la l<0x00ED>nea CB en Modoc Ave.,f18_16,<0x5728> Modoc Ave. <0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB at Modoc Ave. or Broadway Terrace.,S<0x00FA>base a la l<0x00ED>nea CB en Modoc Ave. o Broadway Terrace.,f18_17,<0x5728> Modoc Ave. <0x6216> Broadway Terrace. <0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB on Broadway at College Ave. or on Broadway Terrace at Carlton St.,S<0x00FA>base a la l<0x00ED>nea CB en Broadway con College Ave. o en Broadway Terrace con Carlton St.,f18_18,<0x5728> Broadway <0x4E0A><0x7684> College Ave. <0x7AD9><0x6216> Broadway Terrace <0x4E0A><0x7684> Carlton St. <0x7AD9><0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB on Florence Ave.,S<0x00FA>base a la l<0x00ED>nea CB en Florence Ave.,f18_19,<0x5728> Florence Ave. <0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line CB on Florence Ave. at Modoc Ave.,S<0x00FA>base a la l<0x00ED>nea CB en Florence Ave. con Modoc Ave.,f18_20,<0x5728> Florence Ave. <0x4E0A><0x7684> Modoc Ave. <0x7AD9><0x642D><0x4E58>CB<0x8DEF><0x3002>
Board Line F at 40th St. or 44th St.,S<0x00FA>base a la l<0x00ED>nea F en 40th St. o 44th St.,f18_21,<0x5728> 40th St. <0x6216> 44th St. <0x642D><0x4E58>F<0x8DEF><0x3002>
Board Line F at 40th St. or 45th St.,S<0x00FA>base a la l<0x00ED>nea F en 40th St. o 45th St. ,f18_22,<0x5728> 40th St. <0x6216> 45th St. <0x642D><0x4E58>F<0x8DEF><0x3002>
Board Line F at 44th St. or 52nd St.,S<0x00FA>base a la l<0x00ED>nea F en 44th St. o 52nd St.,f18_23,<0x5728> 44th St. <0x6216> 52nd St. <0x642D><0x4E58>F<0x8DEF><0x3002>
Board Line F at 45th St. or 53rd St.,S<0x00FA>base a la l<0x00ED>nea F con 45th St. o 53rd St.,f18_24,<0x5728> 45th St. <0x6216> 53rd St. <0x642D><0x4E58>F<0x8DEF><0x3002>
Board Line F at Alcatraz Ave. or Ashby BART.,S<0x00FA>base a la l<0x00ED>nea F en Alcatraz Ave. o Ashby BART.,f18_25,<0x5728> Alcatraz Ave. <0x6216> Ashby BART <0x642D><0x4E58>F<0x8DEF><0x3002>
Board Line F at Durant Ave. or Dwight Way.,S<0x00FA>base a la l<0x00ED>nea F en Durant Ave. o Dwight Way.,f18_26,<0x5728> Durant Ave. <0x6216> Dwight Way <0x642D><0x4E58>F<0x8DEF><0x3002>
Board Line F at Oregon St.,S<0x00FA>base a la l<0x00ED>nea F en Oregon St.,f18_27,<0x5728> Oregon St. <0x642D><0x4E58>F<0x8DEF><0x3002>
Board Line F at Parker St.,S<0x00FA>base a la l<0x00ED>nea F en Parker St.,f18_28,<0x5728> Parker St. <0x642D><0x4E58>F<0x8DEF><0x3002>
Board Line FS at Cedar St. or Delaware St.,S<0x00FA>base a la l<0x00ED>nea FS en Cedar St. o Delaware St.,f18_29,<0x5728> Cedar St. <0x6216> Delaware St. <0x642D><0x4E58>FS<0x8DEF><0x3002>
Board Line FS at Hopkins St. or on Henry St. at Berryman St.,S<0x00FA>base a la l<0x00ED>nea FS en Hopkins St. o en Henry St. con Berryman St.,f18_30,<0x5728> Hopkins St. <0x6216> Henry St. <0x4E0A><0x7684> Berryman St. <0x7AD9><0x642D><0x4E58>FS<0x8DEF><0x3002>
Board Line FS at Martin Luther King Jr. Way.,S<0x00FA>base a la l<0x00ED>nea FS en Martin Luther King Jr. Way.,f18_31,<0x5728> Martin Luther King Jr. Way <0x642D><0x4E58>FS<0x8DEF><0x3002>
Board Line G at Ashbury Ave.,S<0x00FA>base a la l<0x00ED>nea G en Ashbury Ave.,f18_32,<0x5728> Ashbury Ave. <0x642D><0x4E58>G<0x8DEF><0x3002>
Board Line G at Curry Ave.,S<0x00FA>base a la l<0x00ED>nea G en Curry Ave.,f18_33,<0x5728> Curry Ave. <0x642D><0x4E58>G<0x8DEF><0x3002>
Board Line G at Peralta Ave. or Ensenada Ave.,S<0x00FA>base a la l<0x00ED>nea G en Peralta Ave. o Ensenada Ave.,f18_34,<0x5728> Peralta Ave. <0x6216> Ensenada Ave. <0x642D><0x4E58>G<0x8DEF><0x3002>
Board Line G at Thousand Oaks Blvd. or Oak View Ave. (Colusa Circle).,S<0x00FA>base a la l<0x00ED>nea G en Thousand Oaks Blvd. o Oak View Ave. (Colusa Circle).,f18_35,<0x5728> Thousand Oaks Blvd. <0x6216> Oak View Ave. (Colusa Circle)  <0x642D><0x4E58>G<0x8DEF><0x3002>
Board Line G on Richmond St.,S<0x00FA>base a la l<0x00ED>nea G en Richmond St.,f18_36,<0x5728> Richmond St. <0x642D><0x4E58>G<0x8DEF><0x3002>
Board Line H at Brewster Dr. or Don Carol Dr.,S<0x00FA>base a la l<0x00ED>nea H en Brewster Dr. o Don Carol Dr.,f18_37,<0x5728> Brewster Dr. <0x6216> Don Carol Dr. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at Indian Rock Path.,S<0x00FA>base a la l<0x00ED>nea H en Indian Rock Path.,f18_38,<0x5728> Indian Rock Path <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at Lamm Ct. or at the south intersection of Arlington Ave. and Rincon Rd.,S<0x00FA>base a la l<0x00ED>nea H en Lamm Ct. o en la intersecci<0x00F3>n sur de Arlington Ave. y Rincon Rd.,f18_39,<0x5728> Lamm Ct. <0x6216> Arlington Ave. <0x548C> Rincon Rd. <0x5357><0x4EA4><0x53C9><0x53E3><0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at Madera Dr.,S<0x00FA>base a la l<0x00ED>nea H en Madera Dr.,f18_40,<0x5728> Madera Dr. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at Nielsen St. or on Hopkins St. at Albina Ct.,S<0x00FA>base a la l<0x00ED>nea H en Nielsen St. o en Hopkins St. con Albina Ct.,f18_41,<0x5728> Nielsen St. <0x6216> Hopkins St. <0x4E0A><0x7684> Albina Ct. <0x7AD9><0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at Oberlin Ave.,S<0x00FA>base a la l<0x00ED>nea H en Oberlin Ave.,f18_42,<0x5728> Oberlin Ave. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at San Antonio Ave. or Yosemite Rd.,S<0x00FA>base a la l<0x00ED>nea H en San Antonio Ave. o Yosemite Rd.,f18_43,<0x5728> San Antonio Ave. <0x6216> Yosemite Rd. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at San Luis Rd.,S<0x00FA>base a la l<0x00ED>nea H en San Luis Rd.,f18_44,<0x5728> San Luis Rd. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at San Pablo Ave. or Mount St.,S<0x00FA>base a la l<0x00ED>nea H en San Pablo Ave. o Mount St.,f18_45,<0x5728> San Pablo Ave. <0x6216> Mount St. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at San Pablo Ave. or Santa Fe Ave.,S<0x00FA>base a la l<0x00ED>nea H en San Pablo Ave. o Santa Fe Ave.,f18_46,<0x5728> San Pablo Ave. <0x6216> Santa Fe Ave. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at The Circle or Colusa Ave.,S<0x00FA>base a la l<0x00ED>nea H en The Circle o Colusa Ave.,f18_47,<0x5728> The Circle <0x6216> Colusa Ave. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line H at Yuba St. or Tulare Ave.,S<0x00FA>base a la l<0x00ED>nea H en Yuba St. o Tulare Ave.,f18_48,<0x5728> Yuba St. <0x6216> Tulare Ave. <0x642D><0x4E58>H<0x8DEF><0x3002>
Board Line J at San Pablo Ave. or Acton St.,S<0x00FA>base a la l<0x00ED>nea J en San Pablo Ave. o Acton St.,f18_49,<0x5728> San Pablo Ave. <0x6216> Acton St. <0x642D><0x4E58>J<0x8DEF><0x3002>
Board Line J on 65th St. at Shellmound St.,S<0x00FA>base a la l<0x00ED>nea J en 65th St. con Shellmound St.,f18_50,<0x5728> 5th St. <0x4E0A><0x7684> Shellmound St. <0x7AD9><0x642D><0x4E58>J<0x8DEF><0x3002>
Board Line J on Bancroft Ave. or Dwight Way.,S<0x00FA>base a la l<0x00ED>nea J en Bancroft Ave. o Dwight Way.,f18_51,<0x5728> Bancroft Ave. <0x6216> Dwight Way <0x642D><0x4E58>J<0x8DEF><0x3002>
Board Line L at Carlson Blvd. or on Pierce St.,S<0x00FA>base a la l<0x00ED>nea L en Carlson Blvd. o en Pierce St.,f18_52,<0x5728> Carlson Blvd. <0x6216> Pierce St. <0x642D><0x4E58>L<0x8DEF><0x3002>
Board Line L at Central Ave. or at 535 Pierce St.,S<0x00FA>base a la l<0x00ED>nea L en Central Ave. o en 535 Pierce St.,f18_53,<0x5728> Central Ave. <0x6216> 535 Pierce St. <0x642D><0x4E58>L<0x8DEF><0x3002>
Board Line L at El Portal Dr. or Willow Rd.,S<0x00FA>base a la l<0x00ED>nea L en El Portal Dr. o Willow Rd.,f18_54,<0x5728> El Portal Dr. <0x6216> Willow Rd. <0x642D><0x4E58>L<0x8DEF><0x3002>
Board Line L on El Portal Dr. at Via Verdi or on Church Lane at El Portal Dr.,S<0x00FA>base a la l<0x00ED>nea L en El Portal Dr. con Via Verdi o en Church Lane con El Portal Dr.,f18_55,<0x5728> El Portal Dr. <0x4E0A><0x7684> Via Verdi <0x7AD9><0x6216> Church Lane <0x4E0A><0x7684> El Portal Dr. <0x7AD9><0x642D><0x4E58>L<0x8DEF><0x3002>
Board Line LA at Parkridge Dr. or on Parkway Dr. at Fairway Dr.,S<0x00FA>base a la l<0x00ED>nea LA en Parkridge Dr. o en Parkway Dr. con Fairway Dr.,f18_56,<0x5728> Parkridge Dr. <0x6216> Parkway Dr. <0x4E0A><0x7684> Fairway Dr. <0x7AD9><0x642D><0x4E58>LA<0x8DEF><0x3002>
Board Line LA on Parkway Dr. at Fairway Dr.,S<0x00FA>base a la l<0x00ED>nea LA en Parkway Dr. con Fairway Dr.,f18_57,<0x5728> Parkway Dr. <0x4E0A><0x7684> Fairway Dr. <0x7AD9><0x642D><0x4E58>LA<0x8DEF><0x3002>
Board Line NX at Boston Ave. or Coolidge Ave.,S<0x00FA>base a la l<0x00ED>nea NX en Boston Ave. o Coolidge Ave.,f18_58,<0x5728> Boston Ave. <0x6216> Coolidge Ave. <0x642D><0x4E58>NX<0x8DEF><0x3002>
"Board Line NX at Enos Ave., or for a faster trip to San Francisco, Line NX3 on High St.","S<0x00FA>base a la l<0x00ED>nea NX en Enos Ave. o para un viaje m<0x00E1>s r<0x00E1>pido a San Francisco, a la l<0x00ED>nea NX3 en High St.",f18_59,<0x5728> Enos Ave. <0x642D><0x4E58>NX<0x8DEF><0x3002><0x5728> High St. <0x642D><0x4E58>NX3<0x8DEF><0x66F4><0x5FEB><0x62B5><0x8FBE> San Francisco<0x3002>
Board Line NX at Maple Ave.,S<0x00FA>base a la l<0x00ED>nea NX en Maple Ave.,f18_60,<0x5728> Maple Ave. <0x642D><0x4E58>NX<0x8DEF><0x3002>
Board Line NX at Sheffield Ave. or Randolph Ave.,S<0x00FA>base a la l<0x00ED>nea NX en Sheffield Ave. o Randolph Ave.,f18_61,<0x5728> Sheffield Ave. <0x6216> Randolph Ave. <0x642D><0x4E58>NX<0x8DEF><0x3002>
Board Line O at Bay St. or Stanton St.,S<0x00FA>base a la l<0x00ED>nea O en Bay St. o Stanton St.,f18_62,<0x5728> Bay St. <0x6216> Stanton St. <0x642D><0x4E58>O<0x8DEF><0x3002>
Board Line O at Buena Vista Ave. or on Santa Clara Ave. at Webster St.,S<0x00FA>base a la l<0x00ED>nea O en Buena Vista Ave. o en Santa Clara Ave. con Webster St.,f18_63,<0x5728> Buena Vista Ave. <0x6216> Santa Clara Ave. <0x4E0A><0x7684> Webster St. <0x7AD9><0x642D><0x4E58>O<0x8DEF><0x3002>
"Board Line O at Buena Vista Ave. or Santa Clara Ave. Or, take Line W to San Francisco when it is operating.","S<0x00FA>base a la l<0x00ED>nea O en Buena Vista Ave. o Santa Clara Ave. O, s<0x00FA>base a la l<0x00ED>nea W hacia San Francisco cuando este funcionando.",f18_64,<0x5728> Buena Vista Ave. <0x6216> Santa Clara Ave. <0x642D><0x4E58>O<0x8DEF><0x3002><0x6216><0x5728>W<0x8DEF><0x8FD0><0x884C><0x65F6><0xFF0C><0x642D><0x4E58>W<0x8DEF><0x53BB> San Francisco<0x3002>
Board Line O at Willow St. or Oak St.,S<0x00FA>base a la l<0x00ED>nea O en Willow St. o Oak St.,f18_65,<0x5728> Willow St. <0x6216> Oak St. <0x642D><0x4E58>O<0x8DEF><0x3002>
Board line O or W at Encinal Ave. or Santa Clara Ave.,S<0x00FA>base a la l<0x00ED>nea O o W en Encinal Ave. o Santa Clara Ave.,f18_66,<0x5728> Encinal Ave. <0x6216> Santa Clara Ave. <0x642D><0x4E58>O<0x6216>W<0x8DEF><0x3002>
Board Line OX at Clement Ave.,S<0x00FA>base a la l<0x00ED>nea OX en Clement Ave.,f18_67,<0x5728> Clement Ave. <0x642D><0x4E58>OX<0x8DEF><0x3002>
Board Line OX at Versailles Ave. or Fountain St.,S<0x00FA>base a la l<0x00ED>nea OX en Versailles Ave. o Fountain St.,f18_68,<0x5728> Versailles Ave. <0x6216> Fountain St. <0x642D><0x4E58>OX<0x8DEF><0x3002>
Board Line OX on Otis Dr.,S<0x00FA>base a la l<0x00ED>nea OX en Otis Dr.,f18_69,<0x5728> Otis Dr. <0x642D><0x4E58>OX<0x8DEF><0x3002>
Board Line P at Hillside Ave. or Latham St.,S<0x00FA>base a la l<0x00ED>nea P en Hillside Ave. o Latham St.,f18_70,<0x5728> Hillside Ave. <0x6216> Latham St. <0x642D><0x4E58>P<0x8DEF><0x3002>
Board Line W at Larchmont Isle or Grand St.,S<0x00FA>base a la l<0x00ED>nea W en Larchmont Isle o Grand St.,f18_71,<0x5728> Larchmont Isle <0x6216> Grand St. <0x642D><0x4E58>W<0x8DEF><0x3002>
Board Line W on High St. or at Broadway.,S<0x00FA>base a la l<0x00ED>nea W en High St. o en Broadway.,f18_72,<0x5728> High St. <0x6216> Broadway <0x642D><0x4E58>W<0x8DEF><0x3002>
Board Line W on Otis Dr. or at Shoreline Dr.,S<0x00FA>base a la l<0x00ED>nea W en Otis Dr. o en Shoreline Dr.,f18_73,<0x5728> Otis Dr. <0x6216> Shoreline Dr. <0x642D><0x4E58>W<0x8DEF><0x3002>
Board Lne NX at 13th Ave. or on MacArthur Blvd. at Randolph Ave.,S<0x00FA>base a la l<0x00ED>nea NX en 13th Ave. o en MacArthur Blvd. con Randolph Ave.,f18_74,<0x5728> 13th Ave. <0x6216> MacArthur Blvd. <0x4E0A><0x7684> Randolph Ave. <0x7AD9><0x642D><0x4E58>NX<0x8DEF><0x3002>
Board on 1st St. at Mission St.,S<0x00FA>base a bordo en 1st St. con Mission St.,f18_75,<0x5728> 1st St. <0x4E0A><0x7684> Mission St. <0x7AD9><0x4E58><0x8F66><0x3002>
"For Line 215, walk 1 mile to Benicia St. at Auburn Dr., or  take Line 217 and transfer at  Warm Springs BART.","Para la l<0x00ED>nea 215, camine 1 milla hacia Benicia St. con Auburn Dr., o s<0x00FA>base a la l<0x00ED>nea 217 y haga la transferencia en Warm Springs BART.",f18_76,<0x4E58><0x5750>215<0x8DEF><0xFF0C><0x8BF7><0x6B65><0x884C>1<0x82F1><0x91CC><0x5230> Benicia St. <0x4E0A><0x7684> Auburn Dr. <0x7AD9><0xFF0C><0x6216><0x642D><0x4E58>217<0x8DEF><0xFF0C><0x7136><0x540E><0x5728> Warm Springs BART <0x8F6C><0x8F66><0x3002>
"For Line 215, walk 1/2 mile to Benicia St. at Auburn Dr., or  take Line 217 and transfer at  Warm Springs BART.","Para la l<0x00ED>nea 215, camine media milla hacia Benicia St. con Auburn Dr., o s<0x00FA>base a la l<0x00ED>nea 217 y haga la transferencia en Warm Springs BART.",f18_77,<0x4E58><0x5750>215<0x8DEF><0xFF0C><0x8BF7><0x6B65><0x884C>0.5<0x82F1><0x91CC><0x5230> Benicia St. <0x4E0A><0x7684> Auburn Dr. <0x7AD9><0xFF0C><0x6216><0x642D><0x4E58>217<0x8DEF><0xFF0C><0x7136><0x540E><0x5728> Warm Springs BART <0x8F6C><0x8F66><0x3002>
